106,111
83,88
83,88
10,15
23,28
42,47
5,10
10,15
10,15
10,15
0,5
10,15
10,15
41,46
21,26
55,60
64,69
15,20
21,26
21,26
21,26
21,26
21,26
21,26
21,26
63,68
21,26
64,69
0,5
0,5
21,26
10,15
46,51
21,26
0,5
21,26
21,26
21,26
21,26
21,26
10,15
21,26
21,26
21,26
10,15
23,28
10,15
46,51
10,15
18,23
18,23
121,126
6,11
47,52
18,23
18,23
99,104
61,66
0,5
0,5
0,5
135,140
10,15
121,126
10,15
89,94
24,29
38,43
0,5
63,68
1,6
18,23
33,38
11,16
6,11
8,13
10,15
16,21
10,15
69,74
0,5
10,15
17,22
92,97
23,28
4,9
1,6
15,20
42,47
69,74
42,47
10,15
10,15
0,5
24,29
24,29
0,5
10,15
10,15
21,26
24,29
10,15
10,15
0,5
28,33
10,15
10,15
68,73
10,15
10,15
10,15
10,15
10,15
10,15
21,26
10,15
131,136
0,5
10,15
10,15
10,15
42,47
52,57
10,15
10,15
10,15
10,15
10,15
10,15
10,15
0,5
7,12
96,101
10,15
41,46
10,15
41,46
41,46
8,13
26,31
10,15
25,30
10,15
11,16
10,15
7,12
10,15
10,15
10,15
88,93
10,15
0,5
10,15
17,22
10,15
10,15
10,15
17,22
17,22
63,68
10,15
70,75
0,5
33,38
10,15
0,5
10,15
10,15
10,15
10,15
46,51
84,89
1,6
21,26
66,71
10,15
10,15
10,15
37,42
28,33
1,6
0,5
18,23
10,15
0,5
71,76
0,5
10,15
18,23
10,15
47,52
18,23
55,60
70,75
10,15
10,15
10,15
10,15
10,15
0,5
75,80
38,43
17,22
112,117
16,21
0,5
39,44
10,15
0,5
10,15
10,15
10,15
10,15
66,71
10,15
30,35
47,52
10,15
18,23
10,15
40,45
10,15
0,5
10,15
3,8
27,32
10,15
80,85
30,35
10,15
10,15
10,15
7,12
15,20
0,5
0,5
10,15
10,15
19,24
32,37
90,95
127,132
9,14
27,32
16,21
55,60
10,15
42,47
10,15
23,28
49,54
42,47
42,47
26,31
0,5
0,5
38,43
10,15
10,15
10,15
10,15
10,15
10,15
141,146
121,126
20,25
108,113
10,15
10,15
0,5
10,15
10,15
23,28
118,123
82,87
10,15
10,15
23,28
28,33
10,15
10,15
0,5
10,15
23,28
10,15
61,66
10,15
35,40
10,15
119,124
0,5
21,26
10,15
10,15
10,15
1,6
10,15
10,15
0,5
10,15
10,15
10,15
10,15
61,66
39,44
10,15
10,15
10,15
61,66
10,15
42,47
1,6
10,15
10,15
10,15
10,15
10,15
10,15
10,15
8,13
8,13
0,5
24,29
17,22
21,26
1,6
10,15
10,15
10,15
24,29
25,30
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
36,41
10,15
10,15
10,15
32,37
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
0,5
10,15
10,15
10,15
8,13
13,18
10,15
10,15
10,15
0,5
10,15
10,15
10,15
0,5
56,61
10,15
10,15
7,12
0,5
10,15
10,15
10,15
10,15
57,62
10,15
0,5
111,116
10,15
0,5
44,49
0,5
10,15
55,60
51,56
22,27
10,15
10,15
10,15
8,13
21,26
10,15
10,15
83,88
8,13
0,5
0,5
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
4,9
10,15
10,15
10,15
10,15
10,15
10,15
10,15
10,15
0,5
10,15
10,15
10,15
10,15
25,30
10,15
23,28
10,15
10,15
10,15
16,21
10,15
10,15
10,15
10,15
10,15
79,84
10,15
10,15
10,15
10,15
18,23
10,15
10,15
10,15
10,15
10,15
20,25
10,15
10,15
20,25
10,15
10,15
14,19
10,15
10,15
10,15
62,67
62,67
62,67
62,67
0,5
11,16
10,15
26,31
83,88
124,129
83,88
11,16
10,15
83,88
83,88
83,88
10,15
68,73
10,15
14,19
20,25
14,19
3,8
4,9
122,127
49,54
32,37
15,20
8,13
0,5
7,12
8,13
10,15
10,15
10,15
15,20
20,25
0,5
55,60
10,15
51,56
75,80
30,35
30,35
50,55
75,80
56,61
0,5
10,15
10,15
10,15
0,5
10,15
48,53
12,17
10,15
10,15
32,37
10,15
10,15
0,5
15,20
10,15
10,15
15,20
132,137
10,15
10,15
8,13
10,15
4,9
26,31
10,15
15,20
10,15
10,15
10,15
10,15
77,82
15,20
10,15
8,13
54,59
10,15
15,20
15,20
0,5
10,15
10,15
15,20
15,20
7,12
10,15
10,15
10,15
10,15
10,15
15,20
27,32
15,20
10,15
15,20
0,5
10,15
10,15
15,20
10,15
15,20
20,25
20,25
89,94
10,15
10,15
46,51
15,20
57,62
10,15
10,15
10,15
10,15
39,44
8,13
10,15
10,15
10,15
10,15
10,15
35,40
35,40
76,81
15,20
52,57
10,15
15,20
39,44
0,5
5,10
10,15
33,38
20,25
33,38
16,21
15,20
15,20
15,20
28,33
7,12
10,15
18,23
10,15
10,15
15,20
30,35
0,5
10,15
0,5
8,13
42,47
6,11
0,5
45,50
47,52
32,37
76,81
7,12
15,20
11,16
56,61
52,57
10,15
27,32
15,20
15,20
10,15
10,15
0,5
59,64
22,27
15,20
0,5
10,15
10,15
14,19
10,15
7,12
10,15
15,20
41,46
10,15
15,20
15,20
15,20
27,32
15,20
15,20
29,34
10,15
15,20
0,5
57,62
11,16
0,5
80,85
15,20
15,20
15,20
80,85
15,20
20,25
0,5
0,5
15,20
15,20
15,20
15,20
15,20
15,20
10,15
1,6
25,30
13,18
25,30
25,30
39,44
15,20
59,64
15,20
15,20
15,20
15,20
15,20
15,20
15,20
15,20
15,20
15,20
18,23
15,20
23,28
0,5
15,20
1,6
15,20
15,20
25,30
15,20
15,20
10,15
10,15
15,20
15,20
15,20
17,22
7,12
0,5
15,20
15,20
28,33
15,20
15,20
0,5
15,20
15,20
15,20
15,20
8,13
15,20
15,20
15,20
15,20
15,20
7,12
29,34
8,13
10,15
10,15
10,15
31,36
108,113
10,15
10,15
80,85
80,85
80,85
80,85
38,43
10,15
10,15
10,15
10,15
10,15
7,12
0,5
20,25
22,27
10,15
74,79
10,15
7,12
36,41
80,85
7,12
17,22
83,88
18,23
10,15
35,40
10,15
35,40
9,14
51,56
51,56
1,6
21,26
21,26
20,25
20,25
17,22
7,12
20,25
20,25
10,15
10,15
59,64
35,40
44,49
37,42
20,25
10,15
10,15
23,28
10,15
10,15
10,15
10,15
7,12
10,15
10,15
54,59
10,15
10,15
10,15
10,15
10,15
10,15
30,35
10,15
28,33
28,33
10,15
56,61
28,33
10,15
10,15
35,40
28,33
