115,122
115,122
115,122
115,122
98,105
88,95
9,16
108,115
44,51
62,69
1,8
15,22
17,24
1,8
5,12
32,39
30,37
18,25
9,16
5,12
18,25
95,102
49,56
18,25
22,29
1,8
22,29
8,15
31,38
26,33
133,140
90,97
70,77
6,13
27,34
70,77
53,60
87,94
33,40
16,23
122,129
16,23
16,23
16,23
16,23
30,37
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
1,8
40,47
19,26
25,32
46,53
16,23
16,23
16,23
47,54
46,53
16,23
16,23
28,35
16,23
16,23
50,57
6,13
46,53
39,46
46,53
19,26
0,7
16,23
19,26
6,13
6,13
6,13
6,13
7,14
16,23
66,73
16,23
16,23
19,26
16,23
115,122
16,23
60,67
16,23
16,23
16,23
16,23
4,11
6,13
26,33
16,23
27,34
6,13
18,25
16,23
39,46
123,130
6,13
38,45
16,23
6,13
6,13
6,13
28,35
6,13
6,13
0,7
41,48
24,31
16,23
17,24
28,35
28,35
23,30
16,23
23,30
6,13
6,13
6,13
6,13
23,30
50,57
30,37
28,35
16,23
28,35
16,23
7,14
7,14
7,14
16,23
16,23
16,23
16,23
16,23
16,23
36,43
18,25
16,23
16,23
16,23
16,23
16,23
16,23
16,23
0,7
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
46,53
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
19,26
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
16,23
0,7
18,25
19,26
14,21
135,142
83,90
0,7
30,37
23,30
43,50
115,122
38,45
28,35
52,59
32,39
10,17
115,122
82,89
50,57
57,64
17,24
0,7
0,7
0,7
6,13
0,7
1,8
0,7
18,25
17,24
0,7
18,25
18,25
18,25
18,25
18,25
18,25
0,7
70,77
0,7
10,17
0,7
0,7
28,35
6,13
34,41
0,7
0,7
0,7
37,44
37,44
39,46
0,7
94,101
1,8
0,7
1,8
94,101
28,35
94,101
29,36
0,7
0,7
34,41
34,41
0,7
0,7
28,35
110,117
28,35
28,35
28,35
96,103
14,21
0,7
96,103
77,84
4,11
0,7
13,20
0,7
0,7
8,15
25,32
112,119
34,41
76,83
74,81
34,41
34,41
34,41
34,41
94,101
94,101
94,101
87,94
30,37
94,101
68,75
0,7
94,101
94,101
94,101
19,26
16,23
19,26
94,101
18,25
19,26
20,27
11,18
94,101
94,101
94,101
94,101
94,101
94,101
94,101
75,82
8,15
16,23
19,26
13,20
16,23
40,47
5,12
35,42
15,22
27,34
6,13
6,13
16,23
16,23
19,26
56,63
68,75
52,59
19,26
38,45
64,71
88,95
64,71
64,71
64,71
10,17
38,45
3,10
38,45
18,25
17,24
19,26
16,23
120,127
0,7
49,56
34,41
9,16
47,54
17,24
62,69
40,47
13,20
92,99
1,8
16,23
17,24
108,115
13,20
13,20
95,102
37,44
87,94
21,28
18,25
0,7
47,54
117,124
5,12
0,7
0,7
110,117
0,7
0,7
20,27
73,80
13,20
72,79
20,27
0,7
8,15
8,15
4,11
9,16
100,107
1,8
90,97
88,95
34,41
16,23
53,60
92,99
76,83
0,7
125,132
64,71
1,8
3,10
27,34
100,107
19,26
0,7
0,7
105,112
6,13
4,11
45,52
28,35
16,23
16,23
64,71
34,41
34,41
34,41
72,79
27,34
34,41
27,34
27,34
34,41
12,19
7,14
27,34
34,41
34,41
47,54
16,23
47,54
62,69
27,34
27,34
47,54
0,7
27,34
47,54
27,34
12,19
27,34
27,34
30,37
27,34
44,51
47,54
0,7
47,54
28,35
47,54
110,117
47,54
47,54
31,38
28,35
12,19
12,19
0,7
66,73
24,31
12,19
27,34
27,34
12,19
90,97
6,13
90,97
71,78
35,42
8,15
70,77
6,13
16,23
0,7
66,73
14,21
0,7
66,73
77,84
66,73
40,47
35,42
35,42
66,73
0,7
35,42
16,23
24,31
18,25
107,114
79,86
90,97
73,80
7,14
75,82
51,58
4,11
1,8
38,45
15,22
31,38
5,12
21,28
37,44
27,34
27,34
27,34
27,34
6,13
1,8
35,42
28,35
1,8
66,73
16,23
0,7
27,34
34,41
80,87
93,100
35,42
66,73
35,42
17,24
80,87
35,42
0,7
4,11
16,23
16,23
31,38
0,7
52,59
22,29
35,42
22,29
35,42
70,77
35,42
35,42
17,24
72,79
4,11
4,11
35,42
35,42
66,73
35,42
4,11
17,24
66,73
36,43
19,26
35,42
35,42
31,38
22,29
0,7
35,42
17,24
35,42
35,42
70,77
70,77
35,42
66,73
35,42
1,8
1,8
66,73
66,73
35,42
66,73
77,84
35,42
35,42
35,42
66,73
39,46
70,77
19,26
66,73
66,73
35,42
50,57
70,77
17,24
35,42
17,24
35,42
35,42
35,42
35,42
17,24
2,9
1,8
35,42
6,13
31,38
17,24
17,24
35,42
35,42
17,24
35,42
17,24
11,18
75,82
17,24
19,26
17,24
35,42
1,8
19,26
17,24
17,24
35,42
17,24
35,42
22,29
35,42
35,42
35,42
2,9
17,24
35,42
35,42
35,42
35,42
17,24
17,24
35,42
35,42
56,63
35,42
69,76
35,42
35,42
17,24
35,42
17,24
17,24
35,42
35,42
35,42
35,42
17,24
17,24
35,42
35,42
31,38
17,24
17,24
0,7
35,42
17,24
17,24
35,42
17,24
35,42
35,42
35,42
35,42
35,42
33,40
12,19
57,64
33,40
95,102
33,40
21,28
33,40
57,64
33,40
33,40
27,34
62,69
4,11
57,64
57,64
15,22
1,8
57,64
60,67
62,69
90,97
27,34
83,90
57,64
76,83
33,40
12,19
57,64
13,20
57,64
57,64
57,64
21,28
40,47
33,40
33,40
21,28
40,47
83,90
27,34
21,28
21,28
62,69
62,69
33,40
33,40
83,90
21,28
62,69
52,59
70,77
83,90
16,23
29,36
1,8
27,34
33,40
22,29
20,27
21,28
60,67
52,59
21,28
21,28
60,67
21,28
21,28
60,67
42,49
27,34
9,16
42,49
25,32
52,59
35,42
44,51
33,40
29,36
106,113
33,40
15,22
66,73
0,7
106,113
43,50
106,113
67,74
49,56
33,40
27,34
106,113
83,90
60,67
85,92
27,34
33,40
33,40
106,113
86,93
27,34
48,55
27,34
46,53
27,34
27,34
85,92
17,24
60,67
33,40
0,7
83,90
43,50
17,24
33,40
33,40
33,40
43,50
52,59
58,65
85,92
15,22
0,7
58,65
33,40
85,92
0,7
85,92
52,59
0,7
60,67
39,46
60,67
33,40
66,73
66,73
68,75
22,29
70,77
60,67
0,7
33,40
62,69
33,40
68,75
27,34
56,63
43,50
43,50
60,67
43,50
33,40
60,67
57,64
60,67
99,106
17,24
33,40
43,50
33,40
10,17
33,40
58,65
43,50
43,50
20,27
61,68
27,34
33,40
33,40
32,39
58,65
33,40
85,92
60,67
60,67
27,34
14,21
14,21
60,67
33,40
45,52
58,65
60,67
45,52
33,40
45,52
33,40
4,11
60,67
51,58
66,73
51,58
53,60
44,51
32,39
60,67
48,55
44,51
33,40
28,35
27,34
16,23
4,11
33,40
50,57
4,11
51,58
33,40
33,40
4,11
27,34
17,24
60,67
60,67
60,67
12,19
29,36
17,24
4,11
60,67
33,40
13,20
33,40
60,67
60,67
77,84
4,11
33,40
27,34
0,7
45,52
33,40
4,11
45,52
27,34
51,58
53,60
4,11
4,11
60,67
58,65
53,60
27,34
4,11
2,9
60,67
60,67
33,40
51,58
35,42
4,11
27,34
33,40
58,65
58,65
4,11
27,34
60,67
4,11
33,40
43,50
4,11
4,11
33,40
27,34
7,14
33,40
60,67
95,102
0,7
27,34
60,67
60,67
60,67
58,65
33,40
43,50
60,67
45,52
44,51
43,50
60,67
44,51
60,67
60,67
27,34
60,67
27,34
33,40
58,65
60,67
60,67
21,28
60,67
63,70
33,40
0,7
33,40
44,51
27,34
60,67
44,51
60,67
60,67
27,34
44,51
33,40
43,50
44,51
0,7
51,58
33,40
33,40
60,67
43,50
27,34
15,22
86,93
60,67
33,40
60,67
60,67
51,58
33,40
58,65
32,39
60,67
60,67
51,58
33,40
33,40
33,40
51,58
60,67
51,58
60,67
60,67
0,7
33,40
60,67
60,67
29,36
95,102
58,65
75,82
27,34
43,50
51,58
60,67
51,58
0,7
33,40
62,69
60,67
45,52
60,67
60,67
60,67
60,67
33,40
58,65
95,102
58,65
33,40
80,87
58,65
53,60
0,7
27,34
60,67
40,47
60,67
43,50
60,67
60,67
95,102
60,67
43,50
44,51
60,67
27,34
60,67
27,34
58,65
27,34
20,27
60,67
60,67
53,60
95,102
27,34
36,43
33,40
60,67
60,67
27,34
27,34
60,67
60,67
27,34
27,34
27,34
60,67
60,67
60,67
60,67
58,65
60,67
78,85
60,67
12,19
60,67
60,67
60,67
60,67
43,50
43,50
60,67
45,52
60,67
60,67
60,67
43,50
60,67
60,67
95,102
60,67
60,67
43,50
43,50
57,64
60,67
43,50
74,81
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
74,81
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
91,98
33,40
91,98
91,98
91,98
91,98
91,98
91,98
91,98
60,67
91,98
91,98
91,98
91,98
91,98
91,98
80,87
91,98
91,98
74,81
21,28
91,98
91,98
87,94
91,98
29,36
91,98
91,98
91,98
91,98
74,81
0,7
91,98
91,98
74,81
91,98
75,82
74,81
91,98
91,98
91,98
91,98
91,98
91,98
74,81
74,81
74,81
74,81
91,98
74,81
91,98
91,98
91,98
91,98
74,81
91,98
74,81
74,81
74,81
74,81
74,81
12,19
41,48
41,48
41,48
66,73
21,28
33,40
21,28
